Failure Source,Key,Severity,Time Stamp Created,Notes,Last Updated At,Acknowledgment Status,Condition,Description
172.27.153.185,740061629,CRITICAL,2017-11-23T02:02:57.572-08:00,No Notes,2017-11-23T02:02:57.824-08:00,False,entSensorThresholdNotification,"Device:172.27.153.185, Sensor subslot 0/6 transceiver 4 Bias Current Sensor value 1000 has exceeded the threshold 0."
172.27.153.185,708282304,MAJOR,2017-11-22T17:43:16.557-08:00,No Notes,2017-11-23T22:26:45.798-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ASR907-1 generated by entity 5593 
172.27.153.185,708282301,MAJOR,2017-11-22T17:43:15.802-08:00,No Notes,2017-11-23T22:26:45.042-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ASR907-1 generated by entity 5590 
172.27.153.185,708282303,MAJOR,2017-11-22T17:43:16.306-08:00,No Notes,2017-11-23T22:26:45.546-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ASR907-1 generated by entity 5592 
172.27.153.185,708282302,MAJOR,2017-11-22T17:43:16.054-08:00,No Notes,2017-11-23T22:26:45.295-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ASR907-1 generated by entity 5591 
172.27.153.185,740061918,CRITICAL,2017-11-23T12:58:26.544-08:00,No Notes,2017-11-23T12:58:26.544-08:00,False,LINK_DOWN,Port 'Tunnel30' (Description: 'Not available') is down on device '172.27.153.185'.:Tunnel Down
172.27.153.185,708282316,MAJOR,2017-11-22T17:43:51.641-08:00,No Notes,2017-11-22T17:43:51.641-08:00,False,dsx1LossOfSignal,Near end Loss Of Signal
172.27.153.185,708282317,MAJOR,2017-11-22T17:43:51.893-08:00,No Notes,2017-11-22T17:43:51.893-08:00,False,dsx1RcvAIS,Far end sending AIS
172.27.153.185,708282314,MAJOR,2017-11-22T17:43:51.641-08:00,No Notes,2017-11-22T17:43:51.641-08:00,False,dsx1RcvAIS,Far end sending AIS
172.27.153.185,708282315,MAJOR,2017-11-22T17:43:51.641-08:00,No Notes,2017-11-22T17:43:51.641-08:00,False,dsx1LossOfFrame,Near end LOF
172.27.153.185,708282312,MAJOR,2017-11-22T17:43:20.354-08:00,No Notes,2017-11-23T22:26:44.791-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ASR907-1 generated by entity 5589 
172.27.153.185,708282258,MAJOR,2017-11-22T17:29:52.214-08:00,No Notes,2017-11-22T17:29:52.214-08:00,False,mplsLdpSessionDown,Device 'ASR907-1' MPLS LDP Session is 'nonexistent' between Peer 'ASR907-2 (192.168.1.1)' and Local 'ASR907-1 (202.134.192.2)'
172.27.153.185,708282413,CRITICAL,2017-11-22T17:51:36.334-08:00,No Notes,2017-11-22T17:51:36.334-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/1/2, changed state to down"
172.27.153.185,708282415,CRITICAL,2017-11-22T17:51:36.334-08:00,No Notes,2017-11-22T17:51:36.334-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/1/4, changed state to down"
172.27.153.185,708282414,CRITICAL,2017-11-22T17:51:36.334-08:00,No Notes,2017-11-22T17:51:36.334-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/1/3, changed state to down"
172.27.153.185,708282318,MAJOR,2017-11-22T17:43:51.893-08:00,No Notes,2017-11-22T17:43:51.893-08:00,False,dsx1LossOfSignal,Near end Loss Of Signal
172.27.153.185,708282319,MAJOR,2017-11-22T17:44:42.458-08:00,No Notes,2017-11-22T17:44:42.458-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ASR907-1 generated by entity 3127 
172.27.153.185,708282388,MAJOR,2017-11-22T17:51:27.433-08:00,No Notes,2017-11-22T17:51:27.685-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ASR907-1 generated by entity 4269 
172.27.153.185,708282468,CRITICAL,2017-11-22T17:52:09.298-08:00,No Notes,2017-11-22T17:52:09.550-08:00,False,entSensorThresholdNotification,"Device:172.27.153.185, Sensor subslot 0/7 transceiver 3 Rx Power Sensor value -139 has exceeded the threshold -322."
172.27.153.185,708282469,CRITICAL,2017-11-22T17:52:09.801-08:00,No Notes,2017-11-22T17:52:09.801-08:00,False,entSensorThresholdNotification,"Device:172.27.153.185, Sensor subslot 0/11 transceiver 7 Rx Power Sensor value -370 has exceeded the threshold -400."
172.27.153.185,708282464,CRITICAL,2017-11-22T17:51:36.964-08:00,No Notes,2017-11-22T17:51:36.964-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/7/2, changed state to down"
172.27.153.185,708282465,CRITICAL,2017-11-22T17:51:36.964-08:00,No Notes,2017-11-22T17:51:36.964-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/7/3, changed state to down"
172.27.153.185,708282466,CRITICAL,2017-11-22T17:51:37.905-08:00,No Notes,2017-11-22T17:51:37.905-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/7/4, changed state to down"
172.27.153.185,708282467,CRITICAL,2017-11-22T17:52:09.044-08:00,No Notes,2017-11-22T17:52:09.044-08:00,False,entSensorThresholdNotification,"Device:172.27.153.185, Sensor subslot 0/3 transceiver 7 Rx Power Sensor value -352 has exceeded the threshold -370."
172.27.153.185,708282460,CRITICAL,2017-11-22T17:51:36.963-08:00,No Notes,2017-11-22T17:51:36.963-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/6/2, changed state to down"
172.27.153.185,708282461,CRITICAL,2017-11-22T17:51:36.963-08:00,No Notes,2017-11-22T17:51:36.963-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/6/3, changed state to down"
172.27.153.185,708282462,CRITICAL,2017-11-22T17:51:36.963-08:00,No Notes,2017-11-22T17:51:36.963-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/6/4, changed state to down"
172.27.153.185,708282463,CRITICAL,2017-11-22T17:51:36.964-08:00,No Notes,2017-11-22T17:51:36.964-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/11/1 OC12.STS1/VTG/VT1.5 1/7/1, changed state to down"
172.27.153.185,740061605,CRITICAL,2017-11-23T01:51:48.556-08:00,No Notes,2017-12-07T17:32:26.177-08:00,False,entSensorThresholdNotification,"Device:172.27.153.185, Sensor subslot 0/6 transceiver 4 Rx Power Sensor value -200 has exceeded the threshold -340."
172.27.153.185,708282153,CRITICAL,2017-11-22T16:46:06.358-08:00,No Notes,2017-11-23T14:42:24.949-08:00,False,entSensorThresholdNotification,"Device:172.27.153.185, Sensor subslot 0/11 transceiver 3 Rx Power Sensor value -310 has exceeded the threshold -370."
172.27.153.185,708282439,CRITICAL,2017-11-22T17:51:36.960-08:00,No Notes,2017-11-22T17:51:36.960-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/7/4, changed state to down"
172.27.153.185,708282438,CRITICAL,2017-11-22T17:51:36.960-08:00,No Notes,2017-11-22T17:51:36.960-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/7/3, changed state to down"
172.27.153.185,708282437,CRITICAL,2017-11-22T17:51:36.959-08:00,No Notes,2017-11-22T17:51:36.959-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/7/2, changed state to down"
172.27.153.185,708282436,CRITICAL,2017-11-22T17:51:36.340-08:00,No Notes,2017-11-22T17:51:36.340-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/7/1, changed state to down"
172.27.153.185,708282435,CRITICAL,2017-11-22T17:51:36.340-08:00,No Notes,2017-11-22T17:51:36.340-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/6/4, changed state to down"
172.27.153.185,708282434,CRITICAL,2017-11-22T17:51:36.340-08:00,No Notes,2017-11-22T17:51:36.340-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/6/3, changed state to down"
172.27.153.185,708282433,CRITICAL,2017-11-22T17:51:36.340-08:00,No Notes,2017-11-22T17:51:36.340-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/6/2, changed state to down"
172.27.153.185,708282432,CRITICAL,2017-11-22T17:51:36.340-08:00,No Notes,2017-11-22T17:51:36.340-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/6/1, changed state to down"
172.27.153.185,708282431,CRITICAL,2017-11-22T17:51:36.338-08:00,No Notes,2017-11-22T17:51:36.338-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/5/4, changed state to down"
172.27.153.185,708282430,CRITICAL,2017-11-22T17:51:36.338-08:00,No Notes,2017-11-22T17:51:36.338-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/5/3, changed state to down"
172.27.153.185,708282323,MAJOR,2017-11-22T17:44:43.466-08:00,No Notes,2017-11-23T22:33:39.438-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ASR907-1 generated by entity 3143 
172.27.153.185,708282322,MAJOR,2017-11-22T17:44:43.213-08:00,No Notes,2017-11-23T22:33:39.187-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ASR907-1 generated by entity 3142 
172.27.153.185,708282321,MAJOR,2017-11-22T17:44:42.963-08:00,No Notes,2017-11-23T22:33:38.934-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ASR907-1 generated by entity 3141 
172.27.153.185,708282320,MAJOR,2017-11-22T17:44:42.711-08:00,No Notes,2017-11-23T22:33:38.682-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ASR907-1 generated by entity 3140 
172.27.153.185,708282420,CRITICAL,2017-11-22T17:51:36.336-08:00,No Notes,2017-11-22T17:51:36.336-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/3/1, changed state to down"
172.27.153.185,708282421,CRITICAL,2017-11-22T17:51:36.336-08:00,No Notes,2017-11-22T17:51:36.336-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/3/2, changed state to down"
172.27.153.185,708282422,CRITICAL,2017-11-22T17:51:36.336-08:00,No Notes,2017-11-22T17:51:36.336-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/3/3, changed state to down"
172.27.153.185,708282423,CRITICAL,2017-11-22T17:51:36.336-08:00,No Notes,2017-11-22T17:51:36.336-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/3/4, changed state to down"
172.27.153.185,708282424,CRITICAL,2017-11-22T17:51:36.337-08:00,No Notes,2017-11-22T17:51:36.337-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/4/1, changed state to down"
172.27.153.185,708282425,CRITICAL,2017-11-22T17:51:36.337-08:00,No Notes,2017-11-22T17:51:36.337-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/4/2, changed state to down"
172.27.153.185,708282426,CRITICAL,2017-11-22T17:51:36.337-08:00,No Notes,2017-11-22T17:51:36.337-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/4/3, changed state to down"
172.27.153.185,708282427,CRITICAL,2017-11-22T17:51:36.337-08:00,No Notes,2017-11-22T17:51:36.337-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/4/4, changed state to down"
172.27.153.185,708282428,CRITICAL,2017-11-22T17:51:36.338-08:00,No Notes,2017-11-22T17:51:36.338-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/5/1, changed state to down"
172.27.153.185,708282429,CRITICAL,2017-11-22T17:51:36.338-08:00,No Notes,2017-11-22T17:51:36.338-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/5/2, changed state to down"
172.27.153.185,708282343,CRITICAL,2017-11-22T17:45:36.113-08:00,No Notes,2017-11-23T23:33:05.289-08:00,False,LINK_DOWN,Port 'VT 0/11/1.1/5/3' (Description: 'Not available') is down on device '172.27.153.185'.:
172.27.153.185,708282342,CRITICAL,2017-11-22T17:45:30.981-08:00,No Notes,2017-11-22T17:45:30.981-08:00,False,LINK_DOWN,Port 'VT 0/11/1.1/2/3' (Description: 'Not available') is down on device '172.27.153.185'.:
172.27.153.185,708282345,CRITICAL,2017-11-22T17:45:36.617-08:00,No Notes,2017-11-23T23:33:05.805-08:00,False,LINK_DOWN,Port 'VT 0/11/1.1/7/3' (Description: 'Not available') is down on device '172.27.153.185'.:
172.27.153.185,708282344,CRITICAL,2017-11-22T17:45:36.365-08:00,No Notes,2017-11-23T23:33:05.553-08:00,False,LINK_DOWN,Port 'VT 0/11/1.1/6/3' (Description: 'Not available') is down on device '172.27.153.185'.:
172.27.153.185,708282347,CRITICAL,2017-11-22T17:45:37.121-08:00,No Notes,2017-11-23T23:33:06.308-08:00,False,LINK_DOWN,Port 'VT 0/11/1.1/2/4' (Description: 'Not available') is down on device '172.27.153.185'.:
172.27.153.185,708282346,CRITICAL,2017-11-22T17:45:36.869-08:00,No Notes,2017-11-23T23:33:06.056-08:00,False,LINK_DOWN,Port 'VT 0/11/1.1/1/4' (Description: 'Not available') is down on device '172.27.153.185'.:
172.27.153.185,708282138,MAJOR,2017-11-22T16:45:38.896-08:00,No Notes,2017-11-22T16:45:38.896-08:00,False,XCONNECT-5-PW_STATUS,"MPLS peer 202.134.192.1 vcid 50, VC state DOWN, PW Err"
172.27.153.185,708282136,MAJOR,2017-11-22T16:45:38.895-08:00,No Notes,2017-11-22T16:45:38.895-08:00,False,LDP-5-NBRCHG_LDP_DOWN,LDP Neighbor 202.134.192.1:0 (1) is DOWN (TCP connection closed by peer)
172.27.153.185,708282134,MAJOR,2017-11-22T16:45:38.152-08:00,No Notes,2017-11-22T16:45:38.152-08:00,False,mplsLdpSessionDown,Device 'ASR907-1' MPLS LDP Session is 'nonexistent' between Peer 'NCS4216-1 (202.134.192.1)' and Local 'ASR907-1 (202.134.192.2)'
172.27.153.185,708282336,MINOR,2017-11-22T17:45:07.069-08:00,"{u'annotation': {u'noteText': u'demo', u'creationTimestamp': u'2017-12-06T09:28:06.466-08:00', u'creatorId': u'root'}}",2017-12-12T17:31:50.367-08:00,False,SWT_AUTH_FAIL,Alarm Duplicating: Device '172.27.153.185'. Authentication failed for request from '172.23.192.127'.
172.27.153.185,708282330,MAJOR,2017-11-22T17:44:51.485-08:00,No Notes,2017-11-23T22:33:38.431-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: ASR907-1 generated by entity 3139 
172.27.153.185,708282419,CRITICAL,2017-11-22T17:51:36.336-08:00,No Notes,2017-11-22T17:51:36.336-08:00,False,CONTROLLER-5-UPDOWN,"Controller SONET 0/3/1 OC12.STS1/VTG/VT1.5 1/2/4, changed state to down"
172.27.153.184,708282190,MAJOR,2017-11-22T17:24:29.929-08:00,No Notes,2017-11-22T17:24:29.929-08:00,False,dsx1LossOfSignal,Near end Loss Of Signal
172.27.153.184,708282191,MAJOR,2017-11-22T17:24:30.180-08:00,No Notes,2017-11-22T17:24:30.180-08:00,False,dsx1RcvAIS,Far end sending AIS
172.27.153.184,708282192,MAJOR,2017-11-22T17:24:30.180-08:00,No Notes,2017-11-22T17:24:30.180-08:00,False,dsx1LossOfFrame,Near end LOF
172.27.153.184,708282193,MAJOR,2017-11-22T17:24:30.180-08:00,No Notes,2017-11-22T17:24:30.180-08:00,False,dsx1LossOfSignal,Near end Loss Of Signal
172.27.153.184,708282194,MAJOR,2017-11-22T17:24:30.433-08:00,No Notes,2017-11-22T17:24:30.433-08:00,False,dsx1RcvAIS,Far end sending AIS
172.27.153.184,708282195,MAJOR,2017-11-22T17:24:30.433-08:00,No Notes,2017-11-22T17:24:30.433-08:00,False,dsx1LossOfFrame,Near end LOF
172.27.153.184,708282196,MAJOR,2017-11-22T17:24:30.433-08:00,No Notes,2017-11-22T17:24:30.433-08:00,False,dsx1LossOfSignal,Near end Loss Of Signal
172.27.153.184,708282197,MAJOR,2017-11-22T17:24:30.684-08:00,No Notes,2017-11-22T17:24:30.684-08:00,False,dsx1RcvAIS,Far end sending AIS
172.27.153.184,708282198,MAJOR,2017-11-22T17:24:30.684-08:00,No Notes,2017-11-22T17:24:30.684-08:00,False,dsx1LossOfFrame,Near end LOF
172.27.153.184,708282199,MAJOR,2017-11-22T17:24:30.684-08:00,No Notes,2017-11-22T17:24:30.684-08:00,False,dsx1LossOfSignal,Near end Loss Of Signal
172.27.153.184,740061881,MAJOR,2017-11-23T11:38:22.240-08:00,No Notes,2017-11-23T11:38:22.240-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: NCS4216-1 generated by entity 4281 
172.27.153.184,740061880,MAJOR,2017-11-23T11:38:21.988-08:00,No Notes,2017-11-23T11:38:21.988-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: NCS4216-1 generated by entity 4267 
172.27.153.184,740061408,MAJOR,2017-11-22T20:28:55.923-08:00,No Notes,2017-12-12T20:28:08.780-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: NCS4216-1 generated by entity 1710 
172.27.153.184,740061883,MAJOR,2017-11-23T11:38:22.744-08:00,No Notes,2017-12-12T20:28:10.081-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: NCS4216-1 generated by entity 4309 
172.27.153.184,740061413,MAJOR,2017-11-22T20:29:01.944-08:00,No Notes,2017-12-12T20:28:08.241-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: NCS4216-1 generated by entity 1740 
172.27.153.184,740061414,MAJOR,2017-11-22T20:29:02.196-08:00,No Notes,2017-12-12T20:28:08.497-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: NCS4216-1 generated by entity 1741 
172.27.153.184,740061415,MAJOR,2017-11-22T20:29:02.449-08:00,No Notes,2017-12-12T16:16:58.375-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: NCS4216-1 generated by entity 1742 
172.27.153.184,740061416,MAJOR,2017-11-22T20:29:02.701-08:00,No Notes,2017-12-12T16:16:58.627-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: NCS4216-1 generated by entity 1743 
172.27.153.184,740061418,CRITICAL,2017-11-22T20:29:07.873-08:00,No Notes,2017-12-12T19:41:54.830-08:00,False,entSensorThresholdNotification,"Device:172.27.153.184, Sensor subslot 0/2 transceiver 0 Rx Power Sensor value -200 has exceeded the threshold -352."
172.27.153.184,740061419,CRITICAL,2017-11-22T20:29:08.377-08:00,No Notes,2017-12-12T20:28:12.900-08:00,False,entSensorThresholdNotification,"Device:172.27.153.184, Sensor subslot 0/8 transceiver 3 Rx Power Sensor value -184 has exceeded the threshold -251."
172.27.153.184,740061554,CRITICAL,2017-11-23T01:17:27.422-08:00,No Notes,2017-11-23T01:17:27.422-08:00,False,LINK_DOWN,Port 'VT 0/11/0.1/2/3' (Description: 'Not available') is down on device '172.27.153.184'.:
172.27.153.184,708282219,MAJOR,2017-11-22T17:25:58.685-08:00,No Notes,2017-12-12T16:16:58.918-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: NCS4216-1 generated by entity 1744 
172.27.153.184,708282218,MAJOR,2017-11-22T17:25:58.432-08:00,No Notes,2017-11-22T17:25:58.432-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: NCS4216-1 generated by entity 1711 
172.27.153.184,708282213,CRITICAL,2017-11-22T17:24:51.873-08:00,No Notes,2017-11-23T15:03:22.996-08:00,False,LINK_DOWN,Port 'T3 0/6/22' (Description: 'Not available') is down on device '172.27.153.184'.:
172.27.153.184,708282212,CRITICAL,2017-11-22T17:24:51.620-08:00,No Notes,2017-11-23T15:03:22.745-08:00,False,LINK_DOWN,Port 'T3 0/6/1' (Description: 'Not available') is down on device '172.27.153.184'.:
172.27.153.184,708282211,MAJOR,2017-11-22T17:24:51.369-08:00,No Notes,2017-11-22T17:24:51.369-08:00,False,dsx3LOS,Receiving LOS failure state
172.27.153.184,708282210,MAJOR,2017-11-22T17:24:51.369-08:00,No Notes,2017-11-22T17:24:51.369-08:00,False,dsx3RcvAIS,Receiving AIS failure state
172.27.153.184,740061861,MAJOR,2017-11-23T11:36:20.264-08:00,No Notes,2017-11-23T11:36:20.264-08:00,False,dsx1LossOfSignal,Near end Loss Of Signal
172.27.153.184,740061860,MAJOR,2017-11-23T11:36:20.264-08:00,No Notes,2017-11-23T11:36:20.264-08:00,False,dsx1LossOfFrame,Near end LOF
172.27.153.184,740061863,MAJOR,2017-11-23T11:36:20.516-08:00,No Notes,2017-11-23T11:36:20.516-08:00,False,dsx1LossOfSignal,Near end Loss Of Signal
172.27.153.184,740061862,MAJOR,2017-11-23T11:36:20.516-08:00,No Notes,2017-11-23T11:36:20.516-08:00,False,dsx1LossOfFrame,Near end LOF
172.27.153.184,740061865,MAJOR,2017-11-23T11:36:20.768-08:00,No Notes,2017-11-23T11:36:20.768-08:00,False,dsx1LossOfFrame,Near end LOF
172.27.153.184,740061864,MAJOR,2017-11-23T11:36:20.768-08:00,No Notes,2017-11-23T11:36:20.768-08:00,False,dsx1RcvAIS,Far end sending AIS
172.27.153.184,740061867,MAJOR,2017-11-23T11:36:21.020-08:00,No Notes,2017-11-23T11:36:21.020-08:00,False,dsx1RcvAIS,Far end sending AIS
172.27.153.184,740061866,MAJOR,2017-11-23T11:36:20.768-08:00,No Notes,2017-11-23T11:36:20.768-08:00,False,dsx1LossOfSignal,Near end Loss Of Signal
172.27.153.184,740061869,MAJOR,2017-11-23T11:36:21.020-08:00,No Notes,2017-11-23T11:36:21.020-08:00,False,dsx1LossOfSignal,Near end Loss Of Signal
172.27.153.184,740061868,MAJOR,2017-11-23T11:36:21.020-08:00,No Notes,2017-11-23T11:36:21.020-08:00,False,dsx1LossOfFrame,Near end LOF
172.27.153.184,708282275,CRITICAL,2017-11-22T17:30:01.295-08:00,No Notes,2017-11-23T23:30:15.485-08:00,False,entSensorThresholdNotification,"Device:172.27.153.184, Sensor subslot 0/11 transceiver 3 Rx Power Sensor value -300 has exceeded the threshold -370."
172.27.153.184,740061544,MAJOR,2017-11-23T01:15:23.870-08:00,No Notes,2017-12-12T20:28:07.989-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: NCS4216-1 generated by entity 1739 
172.27.153.184,708282189,MAJOR,2017-11-22T17:24:29.929-08:00,No Notes,2017-11-22T17:24:29.929-08:00,False,dsx1LossOfFrame,Near end LOF
172.27.153.184,708282188,MAJOR,2017-11-22T17:24:29.929-08:00,No Notes,2017-11-22T17:24:29.929-08:00,False,dsx1RcvAIS,Far end sending AIS
172.27.153.184,708282053,CRITICAL,2017-11-22T12:28:48.475-08:00,No Notes,2017-11-22T15:40:42.780-08:00,False,entSensorThresholdNotification,"Device:172.27.153.184, Sensor subslot 0/2 transceiver 0 Bias Current Sensor value 1000 has exceeded the threshold 488."
172.27.153.184,708282208,MAJOR,2017-11-22T17:24:51.116-08:00,No Notes,2017-11-22T17:24:51.116-08:00,False,dsx3RcvAIS,Receiving AIS failure state
172.27.153.184,708282209,MAJOR,2017-11-22T17:24:51.116-08:00,No Notes,2017-11-22T17:24:51.116-08:00,False,dsx3LOS,Receiving LOS failure state
172.27.153.184,708282204,MAJOR,2017-11-22T17:24:31.188-08:00,No Notes,2017-11-22T17:24:31.188-08:00,False,dsx1LossOfFrame,Near end LOF
172.27.153.184,708282205,MAJOR,2017-11-22T17:24:31.188-08:00,No Notes,2017-11-22T17:24:31.188-08:00,False,dsx1LossOfSignal,Near end Loss Of Signal
172.27.153.184,708282206,MAJOR,2017-11-22T17:24:49.856-08:00,No Notes,2017-11-22T17:24:49.856-08:00,False,dsx3RcvAIS,Receiving AIS failure state
172.27.153.184,708282207,MAJOR,2017-11-22T17:24:49.856-08:00,No Notes,2017-11-22T17:24:49.856-08:00,False,dsx3LOS,Receiving LOS failure state
172.27.153.184,708282200,MAJOR,2017-11-22T17:24:30.936-08:00,No Notes,2017-11-22T17:24:30.936-08:00,False,dsx1RcvAIS,Far end sending AIS
172.27.153.184,708282201,MAJOR,2017-11-22T17:24:30.936-08:00,No Notes,2017-11-22T17:24:30.936-08:00,False,dsx1LossOfFrame,Near end LOF
172.27.153.184,708282202,MAJOR,2017-11-22T17:24:30.936-08:00,No Notes,2017-11-22T17:24:30.936-08:00,False,dsx1LossOfSignal,Near end Loss Of Signal
172.27.153.184,708282203,MAJOR,2017-11-22T17:24:31.188-08:00,No Notes,2017-11-22T17:24:31.188-08:00,False,dsx1RcvAIS,Far end sending AIS
172.27.153.184,740061878,MAJOR,2017-11-23T11:37:49.153-08:00,No Notes,2017-11-23T11:37:49.153-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: NCS4216-1 generated by entity 1709 
172.27.153.184,740061879,MAJOR,2017-11-23T11:38:21.737-08:00,No Notes,2017-11-23T11:38:21.737-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: NCS4216-1 generated by entity 4253 
172.27.153.184,708282229,CRITICAL,2017-11-22T17:26:34.896-08:00,No Notes,2017-11-23T15:05:07.732-08:00,False,LINK_DOWN,Port 'VT 0/11/0.1/1/4' (Description: 'Not available') is down on device '172.27.153.184'.:
172.27.153.184,708282178,MAJOR,2017-11-22T17:24:28.920-08:00,No Notes,2017-11-22T17:24:28.920-08:00,False,dsx1LossOfSignal,Near end Loss Of Signal
172.27.153.184,708282179,MAJOR,2017-11-22T17:24:29.172-08:00,No Notes,2017-11-22T17:24:29.172-08:00,False,dsx1RcvAIS,Far end sending AIS
172.27.153.184,708282176,MAJOR,2017-11-22T17:24:28.920-08:00,No Notes,2017-11-22T17:24:28.920-08:00,False,dsx1RcvAIS,Far end sending AIS
172.27.153.184,708282177,MAJOR,2017-11-22T17:24:28.920-08:00,No Notes,2017-11-22T17:24:28.920-08:00,False,dsx1LossOfFrame,Near end LOF
172.27.153.184,708282171,MAJOR,2017-11-22T17:24:26.906-08:00,No Notes,2017-11-22T20:28:58.030-08:00,False,ceAlarmAsserted,ceAlarmAsserted on Device: NCS4216-1 generated by entity 3247 
172.27.153.184,708282470,CRITICAL,2017-11-22T17:52:13.763-08:00,No Notes,2017-11-22T17:52:14.016-08:00,False,entSensorThresholdNotification,"Device:172.27.153.184, Sensor subslot 0/8 transceiver 6 Rx Power Sensor value -139 has exceeded the threshold -240."
172.27.153.184,740061847,MAJOR,2017-11-23T11:36:19.256-08:00,No Notes,2017-11-23T11:36:19.256-08:00,False,dsx1RcvAIS,Far end sending AIS
172.27.153.184,740061849,MAJOR,2017-11-23T11:36:19.256-08:00,No Notes,2017-11-23T11:36:19.256-08:00,False,dsx1LossOfSignal,Near end Loss Of Signal
